FilePath,Label,Calories_kcal,Calories_kJ
../input/food41/images/apple_pie/2047916.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/1819763.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/1648647.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/750073.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/2708417.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/2175701.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/3461245.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/502016.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/2110985.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/2791334.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/742789.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/3059110.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/1879193.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/2485958.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/2540831.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/3783821.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/2034818.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/359419.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/3177727.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/3358059.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/1335563.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/2977851.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/3501006.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/3670966.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/2034923.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/1620714.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/2334907.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/3819511.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/1944962.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/3408912.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/1445323.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/817552.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/1196628.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/535444.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/3860485.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/466304.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/3068872.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/3333030.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/1617793.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/392009.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/1579622.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/2248020.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/2620367.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/3464305.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/3478976.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/559953.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/490047.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/2074694.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/1481550.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/2839261.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/1014775.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/2629959.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/1252879.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/2480328.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/1174330.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/3318370.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/456934.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/1284428.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/2223847.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/339902.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/1177254.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/1074856.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/1988310.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/2761976.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/3831869.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/2704442.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/1969851.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/2345199.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/2110106.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/1050519.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/3814557.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/2380340.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/1340287.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/1113017.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/874809.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/2379223.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/1498817.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/2570111.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/236966.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/262170.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/2412284.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/222074.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/405315.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/1272958.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/939768.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/3619289.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/3746599.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/3410227.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/3708762.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/1510930.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/2745186.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/2298862.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/2202694.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/1931301.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/1735072.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/2132230.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/646264.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/3829004.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/871917.jpg,apple_pie,300,1255.2
../input/food41/images/apple_pie/1214326.jpg,apple_pie,300,1255.2
../input/food41/images/baby_back_ribs/987843.jpg,baby_back_ribs,400,1673.6
../input/food41/images/baby_back_ribs/1221409.jpg,baby_back_ribs,400,1673.6
../input/food41/images/baby_back_ribs/2275894.jpg,baby_back_ribs,400,1673.6
../input/food41/images/baby_back_ribs/184567.jpg,baby_back_ribs,400,1673.6
../input/food41/images/baby_back_ribs/955595.jpg,baby_back_ribs,400,1673.6
../input/food41/images/baby_back_ribs/1588562.jpg,baby_back_ribs,400,1673.6
../input/food41/images/baby_back_ribs/1299678.jpg,baby_back_ribs,400,1673.6
../input/food41/images/baby_back_ribs/976663.jpg,baby_back_ribs,400,1673.6
../input/food41/images/baby_back_ribs/2710948.jpg,baby_back_ribs,400,1673.6
../input/food41/images/baby_back_ribs/919073.jpg,baby_back_ribs,400,1673.6
../input/food41/images/baby_back_ribs/3805525.jpg,baby_back_ribs,400,1673.6
../input/food41/images/baby_back_ribs/2741921.jpg,baby_back_ribs,400,1673.6
../input/food41/images/baby_back_ribs/2326074.jpg,baby_back_ribs,400,1673.6
../input/food41/images/baby_back_ribs/1421097.jpg,baby_back_ribs,400,1673.6
../input/food41/images/baby_back_ribs/1416598.jpg,baby_back_ribs,400,1673.6
../input/food41/images/baby_back_ribs/3467357.jpg,baby_back_ribs,400,1673.6
../input/food41/images/baby_back_ribs/2948125.jpg,baby_back_ribs,400,1673.6
../input/food41/images/baby_back_ribs/1157308.jpg,baby_back_ribs,400,1673.6
../input/food41/images/baby_back_ribs/565178.jpg,baby_back_ribs,400,1673.6
../input/food41/images/baby_back_ribs/2505241.jpg,baby_back_ribs,400,1673.6
../input/food41/images/baby_back_ribs/269885.jpg,baby_back_ribs,400,1673.6
../input/food41/images/baby_back_ribs/1285825.jpg,baby_back_ribs,400,1673.6
../input/food41/images/baby_back_ribs/3003568.jpg,baby_back_ribs,400,1673.6
../input/food41/images/baby_back_ribs/3010007.jpg,baby_back_ribs,400,1673.6
../input/food41/images/baby_back_ribs/3256347.jpg,baby_back_ribs,400,1673.6
../input/food41/images/baby_back_ribs/3660437.jpg,baby_back_ribs,400,1673.6
../input/food41/images/baby_back_ribs/2160569.jpg,baby_back_ribs,400,1673.6
../input/food41/images/baby_back_ribs/3524255.jpg,baby_back_ribs,400,1673.6
